name,date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
alexandria virgina,8/20/2023,28.1,13,20.8,26.8,13,20.6,3.7,34.4,0,0,0,,0,0,20.5,10.1,40.6,1011.6,87.6,3,112.8,9.8,4,10,5:51:53,19:53:20,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F4353,72785524114,72785694176,72785024157,KSFF,KGEG,KSKA"
alexandria virgina,8/21/2023,26.6,17.3,21.6,26.6,17.3,21.6,10.5,50.1,0,0,0,,0,0,27.7,23.4,107.9,1009,52.3,8.5,75.3,6.4,2,10,5:53:14,19:51:30,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F4353,72785524114,72785694176,72785024157,KSFF,KGEG,KSKA"
alexandria virgina,8/22/2023,19.2,13.9,16.6,19.2,13.9,16.6,13.6,83,8.824,100,29.17,rain,0,0,20.5,19.3,183,1014.1,84.7,11,44.8,4,3,10,5:54:34,19:49:39,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"F4353,72785524114,72785694176,72785024157,KSFF,KGEG,KSKA"
alexandria virgina,8/23/2023,22.1,12.5,16.8,22.1,12.5,16.8,7.1,57,0,0,0,,0,0,40.7,21,216.4,1017.9,30.7,14.2,168,14.4,7,10,5:55:55,19:47:48,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F4353,72785524114,72785694176,72785024157,KSFF,KGEG,KSKA"
alexandria virgina,8/24/2023,25.9,9.4,17.6,25.9,8.9,17.6,6.1,50.7,0,0,0,,0,0,24.1,15,38.1,1019.1,4.7,16,171.8,14.8,6,10,5:57:15,19:45:55,0.25,Clear,Clear conditions throughout the day.,clear-day,"F4353,72785524114,72785694176,72785024157,KSFF,KGEG,KSKA"
alexandria virgina,8/25/2023,23.8,12.3,17.8,23.8,12.3,17.8,9.1,58.2,0,0,0,,0,0,42.5,23.2,67.5,1018.2,29.6,15.7,83.8,7.2,5,10,5:58:36,19:44:02,0.32,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"F4353,72785524114,72785694176,72785024157,KSFF,KGEG,KSKA"
alexandria virgina,8/26/2023,32.3,12.1,21.6,30.2,12.1,21,9.9,55.5,0,0,0,,0,0,16.6,12.6,40.3,1017.8,12.8,15.2,167.8,14.4,6,10,5:59:56,19:42:07,0.35,Clear,Clear conditions throughout the day.,clear-day,"F4353,72785524114,72785694176,72785024157,KSFF,KGEG,KSKA"
alexandria virgina,8/27/2023,34.4,18,25.4,32.1,18,24.7,8.4,37.4,0,0,0,,0,0,27.7,11.2,29.9,1016.9,21.4,15.6,179.5,15.7,7,10,6:01:17,19:40:12,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F4353,72785524114,72785694176,72785024157,KSFF,KGEG,KSKA"
alexandria virgina,8/28/2023,35.1,15.7,25.3,32.6,15.7,24.5,7,35.8,0,0,0,,0,0,20.5,12.3,19,1015.5,1.6,15.7,172.6,14.9,7,10,6:02:38,19:38:17,0.42,Clear,Clear conditions throughout the day.,clear-day,"F4353,72785524114,72785694176,72785024157,KSFF,KGEG,KSKA"
alexandria virgina,8/29/2023,24,15.6,19.6,24,15.6,19.6,10.4,57.2,2.118,100,25,rain,0,0,48.2,22.9,179.3,1011.6,46.2,15.2,46.3,4,2,10,6:03:58,19:36:20,0.46,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"F4353,72785524114,72785694176,72785024157,KSFF,KGEG,KSKA"
alexandria virgina,8/30/2023,15.8,12.9,14.5,15.8,12.9,14.5,11.6,82.8,13.642,100,41.67,rain,0,0,44.6,28,217,1014.1,98.4,14.1,23.2,2.1,1,10,6:05:19,19:34:23,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"F4353,72785524114,72785694176,72785024157,F4008,KSFF,TT604,KGEG,KSKA"
alexandria virgina,8/31/2023,20.4,12.8,15.3,20.4,12.8,15.3,10.7,75.8,2.217,100,20.83,rain,0,0,22.3,14.4,136.9,1011.7,64.5,15.7,91,7.9,4,10,6:06:39,19:32:26,0.52,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"F4353,72785524114,72785694176,72785024157,KSFF,KGEG,KSKA"
alexandria virgina,6/3/2023,28.7,17,23.9,29.1,17,24.1,16.8,65.2,0,0,0,,0,0,38.9,26.8,81.4,1012.2,70.1,16,236.9,20.3,8,30,5:44:25,20:28:39,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72405013743,KDCA,72403793728,F1598,KADW,KDAA,74594013705"
alexandria virgina,6/4/2023,24.1,15.9,19.2,24.1,15.9,19.2,11.6,62.8,0,0,0,,0,0,40.7,19.9,121.5,1016.2,76.6,16,223.8,19.4,7,10,5:44:06,20:29:17,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72405013743,KDCA,72403793728,F1598,KADW,KDAA,74594013705"
alexandria virgina,6/5/2023,26.4,14.8,20.6,26.4,14.8,20.6,10.7,57.5,0,0,0,,0,0,31.7,20.2,350.2,1013.2,64.7,16,282.3,24.4,9,10,5:43:49,20:29:55,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72405013743,KDCA,72403793728,F1598,KADW,KDAA,74594013705"
alexandria virgina,6/6/2023,28.2,15.4,22.3,27.2,15.4,22.2,8.4,42.5,0,0,0,,0,0,41.3,25.1,283.7,1008.3,77.8,13.4,226.7,19.5,7,10,5:43:34,20:30:31,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72405013743,KDCA,72403793728,F1598,KADW,KDAA,74594013705"
alexandria virgina,6/7/2023,26.3,16.4,22.1,26.3,16.4,22.1,8.1,42.4,0,0,0,,0,0,33.5,24.2,347.3,1005.3,59.1,7.8,241.5,20.8,8,10,5:43:21,20:31:05,0.63,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72405013743,KDCA,72403793728,F1598,KADW,KDAA,74594013705"
alexandria virgina,6/8/2023,25.3,15.7,20.2,25.3,15.7,20.2,8.3,49,0,0,0,,0,0,29.5,20.7,34.4,1005.8,71.4,5.2,237.4,20.5,7,10,5:43:09,20:31:39,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72405013743,KDCA,72403793728,F1598,KADW,KDAA,74594013705"
alexandria virgina,6/9/2023,24.1,14.8,20,24.1,14.8,20,8.2,47.4,0,0,0,,0,0,51.8,23.8,319.7,1009.2,66.6,15.8,201.2,17.4,7,10,5:42:59,20:32:11,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72405013743,KDCA,72403793728,F1598,KADW,KDAA,74594013705"
alexandria virgina,6/10/2023,30.4,14.4,22.7,28.7,14.4,22.2,9.7,47.2,0,0,0,,0,0,35.3,22,249.7,1010.5,39.5,16,286.7,24.8,8,10,5:42:51,20:32:41,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72405013743,KDCA,72403793728,F1598,KADW,KDAA,74594013705"
alexandria virgina,6/11/2023,31.9,18.1,24.9,30.8,18.1,24.8,14.4,54.4,0,0,0,,0,0,40.7,24.1,178.7,1010.1,65.2,15.5,253.6,21.9,8,10,5:42:45,20:33:11,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72405013743,KDCA,72403793728,F1598,KADW,KDAA,74594013705"
alexandria virgina,6/12/2023,25.9,20,23.7,25.9,20,23.7,17.6,69,5.364,100,20.83,rain,0,0,47.2,24.3,202.2,1005,86.9,15.5,101.6,8.6,3,30,5:42:41,20:33:38,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72405013743,KDCA,72403793728,F1598,KADW,KDAA,74594013705"
alexandria virgina,6/13/2023,27,15.5,21.8,26.6,15.5,21.8,11.5,54.2,0,0,0,,0,0,31.7,19.4,238.6,1007.3,54,16,237.1,20.5,8,10,5:42:39,20:34:05,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72405013743,KDCA,72403793728,F1598,KADW,KDAA,74594013705"
alexandria virgina,6/14/2023,28.1,18,22.1,27.3,18,22,11.5,53.9,0,0,0,,0,0,57.7,36.8,238.5,1002.5,61.6,15.7,170.7,14.7,7,10,5:42:38,20:34:29,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72405013743,KDCA,72403793728,F1598,KADW,KDAA,74594013705"
alexandria virgina,6/15/2023,28.7,17,22.8,27.4,17,22.6,9.1,44.1,0,0,0,,0,0,37.1,21,299,1006.2,42.5,15.9,357.6,30.8,10,10,5:42:40,20:34:53,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,6/16/2023,27.1,18.1,22.5,27.5,18.1,22.5,14.8,62.9,0.083,100,8.33,rain,0,0,49.9,36.1,327.3,1005.6,81.9,15,258.4,22.4,9,10,5:42:43,20:35:14,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,6/17/2023,28.6,17.6,23.2,27.5,17.6,23,11.9,52.2,0,0,0,,0,0,48.3,31.7,318.9,1008.7,44.5,13.4,287.6,24.9,9,10,5:42:48,20:35:34,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,6/18/2023,30.4,17.3,24.4,28.6,17.3,23.9,9.5,41.9,0,0,0,,0,0,25.9,17.3,306.6,1012.3,26.7,13.4,338.3,29.4,10,10,5:42:54,20:35:53,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,6/19/2023,31.4,18.5,25,32.1,18.5,25.3,16.5,60.7,0.026,100,4.17,rain,0,0,37.1,22.5,124.9,1014.8,66.8,12.2,237,20.3,8,10,5:43:03,20:36:09,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,6/20/2023,27.1,21.9,24.2,28,21.9,24.2,18.1,69.6,0.026,100,4.17,rain,0,0,46.4,28.6,75,1018.3,78.3,13.4,138.1,11.9,5,10,5:43:13,20:36:24,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,6/21/2023,21.9,16,18.8,21.9,16,18.8,16.3,85.4,10.867,100,70.83,rain,0,0,62.3,37.7,45.1,1019.7,96.4,13,49,4.5,2,10,5:43:25,20:36:37,0.11,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,6/22/2023,19.8,16.1,18,19.8,16.1,18,16.7,91.6,1.387,100,41.67,rain,0,0,38.9,22.6,50.5,1018.3,100,10.6,66.8,5.7,2,10,5:43:38,20:36:49,0.15,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,6/23/2023,26.1,18.6,21.8,26.1,18.6,21.8,20.4,91.7,6.469,100,70.83,rain,0,0,27.7,14.5,72.6,1013.6,93.8,11.6,108.4,9.2,5,30,5:43:53,20:36:59,0.18,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,6/24/2023,31,22,25.3,32,22,25.7,20.4,76.8,0.284,100,8.33,rain,0,0,16.6,16.3,213.3,1010.8,86.9,15.7,253.8,21.8,9,30,5:44:10,20:37:07,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,6/25/2023,32.8,21.4,26.9,33.4,21.4,27.5,19,63.6,0,0,0,,0,0,18.4,20,255.5,1010,50.2,16,270.3,23.4,10,30,5:44:29,20:37:13,0.24,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,6/26/2023,31,23.9,27,34.5,23.9,28.3,20.9,70.3,0,0,0,,0,0,37.1,22.2,185.8,1005.2,77.5,15.6,216.3,18.6,8,30,5:44:48,20:37:17,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,6/27/2023,28.9,20.4,23.4,30.2,20.4,23.5,18.6,75.6,19.089,100,37.5,rain,0,0,55,26.7,206.6,1005.4,82.4,15.7,185.6,16,7,30,5:45:10,20:37:19,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,6/28/2023,27.7,19.6,23.6,27.9,19.6,23.7,16.5,65.4,0,0,0,,0,0,43.7,24.5,303.6,1011.7,64.7,11,228,19.5,10,10,5:45:33,20:37:20,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,6/29/2023,30.3,18.1,24.1,29.2,18.1,24.1,15.1,59.1,0,0,0,,0,0,13,15.1,309.9,1017,21.4,6.2,297.8,25.7,9,10,5:45:58,20:37:19,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,6/30/2023,30.3,21,24.4,33,21,24.9,19.8,76.5,10.454,100,25,rain,0,0,50,24.9,176.7,1016.7,61.7,8.7,239.3,20.7,10,10,5:46:24,20:37:16,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/1/2023,30.3,21.8,25,35.1,21.8,26.1,21.2,79.8,6.243,100,12.5,rain,0,0,50,19.7,151.9,1015.2,75.5,10.6,202.2,17.6,8,30,5:46:51,20:37:11,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/2/2023,31.9,23.1,26.9,37.7,23.1,29.4,23,80.1,0.413,100,4.17,rain,0,0,29.5,19.8,179.2,1011.2,82.2,15.1,213.3,18.4,7,60,5:47:20,20:37:04,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/3/2023,32.2,25.1,27.8,34.9,25.1,29.6,22.1,71.8,1.32,100,12.5,rain,0,0,35.3,24.2,212.6,1011,77.9,16,228.8,19.9,10,30,5:47:50,20:36:55,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/4/2023,32.6,22.6,27.6,35.1,22.6,28.9,21.1,70.3,19.969,100,12.5,rain,0,0,54.1,21,291.4,1013.4,61.5,15.4,268.1,23,10,30,5:48:21,20:36:44,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/5/2023,33.1,23.9,28.1,37.1,23.9,30.1,21.5,68.3,0,0,0,,0,0,40.7,23.8,296,1015.2,70,15,161.9,13.9,5,60,5:48:54,20:36:32,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/6/2023,31.9,23.9,27.5,35.4,23.9,29.1,22.5,75.2,3.702,100,8.33,rain,0,0,44.4,21.8,164.8,1012.9,53.4,15.4,222.3,19.5,9,30,5:49:28,20:36:17,0.61,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/7/2023,30.5,23.8,26.8,35,23.8,28.6,22.6,78.3,16.281,100,12.5,rain,0,0,11.2,16.5,185,1010.6,52.7,15,174.8,15.1,10,60,5:50:03,20:36:01,0.65,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/8/2023,32.5,24.1,27.1,36.5,24.1,28.3,22.6,77.5,10.716,100,12.5,rain,0,0,53.6,30.2,86.2,1010.3,70.7,15.5,224.8,19.5,10,60,5:50:39,20:35:42,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/9/2023,29.3,22.9,25.2,32.3,22.9,25.9,21.7,81.6,3.055,100,8.33,rain,0,0,41.2,21.4,136.1,1008.9,77.5,15.6,184.5,16,10,60,5:51:16,20:35:22,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/10/2023,31.2,21.4,25.8,32.4,21.4,26.1,18.2,65,0,0,0,,0,0,29.5,20.3,321.7,1010.2,61.6,16,245.5,21.2,10,10,5:51:55,20:35:00,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/11/2023,31.9,21.3,27,31.2,21.3,26.8,15.5,51.4,0,0,0,,0,0,29.5,15.5,284.7,1013.4,34,16,349.6,30.2,10,10,5:52:34,20:34:36,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/12/2023,32.7,22,27.7,33.4,22,28.2,17.8,56.4,0,0,0,,0,0,38.9,18.9,205,1014.4,40.9,15.9,290.4,25,10,10,5:53:15,20:34:10,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/13/2023,33.8,23.6,28.9,37,23.6,30.6,20.6,62.2,0,0,0,,0,0,42.5,27,194.7,1011,59.4,15.9,324,27.9,10,30,5:53:56,20:33:42,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/14/2023,32.1,22.5,27.1,36.5,22.5,28.3,20.1,66.5,29.625,100,8.33,rain,0,0,73.3,22.7,209.6,1011.8,72.1,15.8,227.9,19.8,10,30,5:54:39,20:33:13,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/15/2023,31,22.5,26.4,36.8,22.5,28.6,23.1,82.8,0.318,100,12.5,rain,0,0,50,30.7,180.9,1012.6,74.4,15.1,186,16.2,10,60,5:55:22,20:32:41,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/16/2023,29.8,24.1,26.4,34.2,24.1,28.1,23.1,82.6,3.728,100,33.33,rain,0,0,25.9,10.5,244.6,1009.7,83,15.7,160.5,13.8,8,60,5:56:06,20:32:08,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C6294,72405013743,KDCA,72403793728,KDAA,KADW,74594013705"
alexandria virgina,7/17/2023,31.1,23.3,27.5,33.7,23.3,28.3,20.5,67.4,0,0,0,,0,0,18.4,20.2,196.7,1013.9,48.6,11.3,275.4,23.6,8,30,5:56:51,20:31:33,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/18/2023,32,23.1,27.7,32.6,23.1,28.2,19.2,62.1,0,0,0,,0,0,27.7,17.1,273.9,1014.7,47.8,12.8,291.5,25.1,10,30,5:57:36,20:30:56,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/19/2023,30.4,22.6,26.4,33.5,22.6,27.5,21.5,75.3,11.987,100,20.83,rain,0,0,16.6,14.5,180.1,1015.6,73.2,14.9,234.9,20.4,10,60,5:58:23,20:30:17,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/20/2023,31,22.9,27.3,33.3,22.9,28.4,20.6,68,0,0,0,,0,0,20.5,16.8,177.6,1014.4,44.4,14.4,239.5,20.7,9,30,5:59:10,20:29:37,0.1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/21/2023,30.5,20.8,26.2,32.2,20.8,26.6,19.4,68.1,9.557,100,16.67,rain,0,0,76,40.8,338.6,1008.9,68.7,15.4,292,25.5,10,30,5:59:57,20:28:55,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/22/2023,29.7,21.5,25.5,29.8,21.5,25.5,16.2,57.8,0,0,0,,0,0,24.1,17.9,343.4,1010.8,61.6,15.9,266.3,22.8,10,10,6:00:45,20:28:11,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/23/2023,30.5,20.5,25.9,31,20.5,26.2,18.2,64.1,0,0,0,,0,0,18.4,20,173.7,1014.6,36.5,16,288.8,25.1,10,10,6:01:34,20:27:25,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/24/2023,29.2,22.8,26,31.7,22.8,26.8,20.7,73.1,1.073,100,4.17,rain,0,0,24.1,18.2,154.2,1018.1,68.5,16,298.1,25.9,10,30,6:02:23,20:26:38,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/25/2023,31.5,22.9,26.3,35.6,22.9,27.5,21.7,76.7,0.144,100,4.17,rain,0,0,18.4,15.3,147.7,1018,74.7,15.9,258.3,22,10,60,6:03:13,20:25:49,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/26/2023,31.5,20.6,26.2,35.3,20.6,27.9,20.9,74,0,0,0,,0,0,27.7,22,178.1,1018.9,28.9,15.6,328.8,28.5,10,30,6:04:04,20:24:58,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/27/2023,35.5,25.8,29.3,40.2,25.8,31.7,22.9,70.7,0.114,100,4.17,rain,0,0,57.2,28.6,202.2,1015.5,62.2,15.6,259.9,22.4,10,60,6:04:54,20:24:06,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/28/2023,34.9,25.8,29.9,42,25.8,33.5,23.2,68.7,2.246,100,8.33,rain,0,0,35.3,23.5,181.1,1016,57.7,15.7,282.6,24.3,10,60,6:05:45,20:23:13,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/29/2023,35.5,23.6,27.5,41.6,23.6,29.3,21.8,72.4,12.072,100,4.17,rain,0,0,96.1,45.6,231.3,1011.8,70,15.9,283.5,24.6,10,60,6:06:37,20:22:17,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/30/2023,29.8,22.4,26.1,29.5,22.4,26,16.5,57.1,0,0,0,,0,0,25.9,20.8,5.6,1014.3,47.1,16,329.5,28.4,10,10,6:07:29,20:21:20,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,7/31/2023,29.2,21.3,25,29.3,21.3,25.1,16.8,63.3,10.161,100,8.33,rain,0,0,36.3,21.5,340.7,1015.7,58,15.6,320.5,27.7,10,10,6:08:21,20:20:22,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/1/2023,26.9,19.4,23.3,27.1,19.4,23.3,14.5,58.7,0,0,0,,0,0,27.7,19.5,0.1,1020.3,42.5,16,248.2,21.5,8,10,6:09:13,20:19:22,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/2/2023,27.6,19.3,23.5,27.5,19.3,23.5,15.1,60.9,0,0,0,,0,0,16.6,17.3,110.4,1022.3,61.5,15.9,250.8,21.6,9,10,6:10:06,20:18:21,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/3/2023,25.9,19.8,22.2,25.9,19.8,22.2,17,73,1.285,100,25,rain,0,0,47.7,34.8,185.2,1018.9,82.7,15,112.7,9.8,4,10,6:10:59,20:17:18,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/4/2023,26.9,19.3,22.7,28.2,19.3,22.7,19.1,81.3,0.944,100,25,rain,0,0,48,29.9,175.4,1014.6,83.6,13.8,145.7,12.7,6,10,6:11:52,20:16:14,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"C6294,72405013743,KDCA,72403793728,KDAA,KADW,74594013705"
alexandria virgina,8/5/2023,30.3,21.5,25.5,31.3,21.5,26,20.1,74.2,0,0,0,,0,0,13,13.6,31.8,1014.7,58.4,15.8,282.7,24.3,10,10,6:12:45,20:15:09,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/6/2023,30.5,22.1,25.7,34.6,22.1,26.7,21.5,79.2,13.736,100,20.83,rain,0,0,49.9,22.7,177.9,1015.1,73.7,14.6,263.8,22.8,10,10,6:13:39,20:14:02,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
